Customer Email,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Description,Ticket Status,Resolution,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Purchase_Year,Purchase_Month,Purchase_Day
6117,42,2,13,2021-05-18,2,6,3964,2,0,1,1,2023-06-01 16:44:46,2023-06-01 17:14:42,3.0,2021,5,18
1318,27,0,41,2020-04-18,4,7,4253,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,4,18
6143,67,0,30,2020-03-17,0,8,6731,0,2681,3,3,2023-06-01 18:27:48,2023-06-01 11:17:48,1.0,2020,3,17
7745,56,0,13,2020-08-10,4,1,1221,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,10
3744,59,1,18,2021-05-29,1,4,3001,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,29
1338,30,2,37,2020-04-02,4,5,1909,0,1108,0,2,2023-06-01 08:33:54,2023-06-01 10:58:54,1.0,2020,4,2
2494,23,2,32,2020-06-11,3,8,4570,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,11
522,41,2,39,2020-09-22,3,1,2142,0,2060,3,2,2023-06-01 00:55:56,2023-06-01 02:55:56,4.0,2020,9,22
7986,54,0,13,2020-09-15,4,11,6975,2,0,1,3,2023-06-01 12:26:57,2023-06-01 17:14:42,3.0,2020,9,15
5627,23,0,41,2020-10-27,3,3,6039,0,726,1,1,2023-05-31 23:22:58,2023-06-01 13:37:58,1.0,2020,10,27
3886,69,2,10,2021-05-18,3,8,1151,2,0,1,0,2023-06-01 17:58:59,2023-06-01 17:14:42,3.0,2021,5,18
4663,40,1,5,2020-07-05,0,14,7121,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,5
1144,28,1,2,2021-07-04,3,2,811,0,1770,1,1,2023-06-01 01:46:02,2023-05-31 22:54:02,1.0,2021,7,4
674,44,1,23,2021-01-21,4,8,7234,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,21
3604,50,2,12,2020-06-05,4,14,4094,2,0,1,2,2023-05-31 22:50:05,2023-06-01 17:14:42,3.0,2020,6,5
4396,37,2,15,2020-05-31,3,13,635,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,5,31
3733,29,0,41,2020-02-06,0,12,6474,0,1087,3,2,2023-06-01 15:13:07,2023-06-01 15:34:07,2.0,2020,2,6
2573,67,0,14,2021-01-02,2,9,1452,0,1267,2,3,2023-06-01 22:05:09,2023-06-01 20:53:09,2.0,2021,1,2
4361,41,0,4,2021-05-09,3,8,3539,0,1131,2,1,2023-06-01 12:25:11,2023-05-31 22:48:11,2.0,2021,5,9
2233,34,1,39,2021-06-21,1,13,427,2,0,2,2,2023-06-01 19:09:12,2023-06-01 17:14:42,3.0,2021,6,21
980,69,0,36,2020-02-03,1,2,3742,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,3
1033,26,2,20,2021-01-03,3,13,5931,2,0,3,0,2023-06-01 04:31:14,2023-06-01 17:14:42,3.0,2021,1,3
3695,23,2,16,2021-12-06,2,7,387,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,6
4346,36,0,38,2021-06-14,4,1,2603,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,14
1258,41,2,5,2020-03-03,1,10,913,0,2519,2,3,2023-06-01 01:21:19,2023-06-01 19:30:19,5.0,2020,3,3
3555,36,2,11,2021-04-25,4,15,137,0,2724,0,2,2023-05-31 23:00:20,2023-06-01 16:07:20,5.0,2021,4,25
3717,59,1,26,2020-11-30,4,4,6201,0,885,3,2,2023-06-01 14:00:20,2023-06-01 15:30:20,2.0,2020,11,30
2511,41,0,31,2021-12-24,4,15,7452,0,2406,1,0,2023-06-01 01:38:21,2023-06-01 13:41:21,5.0,2021,12,24
4312,26,0,27,2020-11-20,2,4,1495,0,2178,0,0,2023-06-01 17:51:23,2023-06-01 07:51:23,4.0,2020,11,20
6632,57,2,21,2021-09-05,3,14,679,2,0,3,2,2023-06-01 22:03:25,2023-06-01 17:14:42,3.0,2021,9,5
4769,69,2,40,2020-07-22,4,9,391,0,1182,2,0,2023-06-01 05:42:26,2023-06-01 19:36:26,3.0,2020,7,22
4166,66,1,2,2020-01-06,3,2,4570,0,2413,3,0,2023-06-01 19:28:26,2023-06-01 09:07:26,3.0,2020,1,6
3940,57,2,6,2021-10-21,3,15,1185,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,10,21
3371,49,1,34,2021-02-27,1,1,3729,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,27
2428,52,2,13,2021-03-24,3,0,3178,2,0,2,0,2023-06-01 05:21:32,2023-06-01 17:14:42,3.0,2021,3,24
3782,28,1,30,2021-11-24,3,6,3613,0,588,2,1,2023-06-01 08:44:33,2023-06-01 08:08:33,1.0,2021,11,24
79,52,1,39,2021-05-02,1,2,1194,0,619,0,1,2023-06-01 01:59:35,2023-06-01 06:24:35,3.0,2021,5,2
6803,36,2,39,2021-01-28,0,5,7500,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,28
6025,59,0,22,2020-06-09,0,12,6037,2,0,2,2,2023-06-01 09:37:36,2023-06-01 17:14:42,3.0,2020,6,9
6570,34,1,26,2020-04-21,1,15,1520,2,0,1,0,2023-06-01 21:26:38,2023-06-01 17:14:42,3.0,2020,4,21
2647,65,1,8,2021-11-07,2,7,3331,0,1147,0,1,2023-06-01 01:12:40,2023-06-01 03:30:40,3.0,2021,11,7
866,29,1,1,2021-07-28,4,1,6078,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,28
3612,53,0,5,2021-02-17,4,8,593,2,0,0,0,2023-06-01 15:21:42,2023-06-01 17:14:42,3.0,2021,2,17
1424,59,1,14,2020-07-09,2,1,1738,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,9
7521,28,1,40,2021-09-16,4,1,725,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,16
4454,61,2,12,2020-03-19,3,14,6613,0,2337,1,2,2023-06-01 12:58:46,2023-06-01 03:31:46,3.0,2020,3,19
1328,44,2,4,2020-07-16,3,8,1775,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,16
7975,47,2,26,2020-07-20,2,0,1828,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,20
2260,49,1,25,2020-06-19,4,7,7090,2,0,1,0,2023-06-01 17:48:51,2023-06-01 17:14:42,3.0,2020,6,19
1414,29,2,21,2020-05-18,0,7,5877,2,0,3,3,2023-06-01 05:14:53,2023-06-01 17:14:42,3.0,2020,5,18
5753,29,0,1,2020-01-23,2,4,7203,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,23
4006,55,0,27,2021-09-15,0,7,1383,2,0,2,0,2023-06-01 06:48:56,2023-06-01 17:14:42,3.0,2021,9,15
195,61,2,39,2020-04-14,0,11,7257,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,4,14
2300,65,2,16,2021-12-21,3,13,6618,0,1651,1,0,2023-06-01 02:10:58,2023-06-01 17:24:58,5.0,2021,12,21
7711,53,2,37,2020-01-16,3,8,4576,2,0,0,3,2023-06-01 20:34:58,2023-06-01 17:14:42,3.0,2020,1,16
3185,56,0,10,2021-02-03,2,11,2181,0,1286,2,1,2023-06-01 05:03:00,2023-06-01 01:40:00,3.0,2021,2,3
5519,46,0,14,2020-11-23,1,15,7995,0,1099,1,0,2023-06-01 15:46:00,2023-06-01 10:47:00,3.0,2020,11,23
3132,51,2,39,2020-08-26,4,5,7821,2,0,3,2,2023-05-31 23:16:01,2023-06-01 17:14:42,3.0,2020,8,26
5952,21,1,9,2021-06-18,2,15,2893,2,0,0,3,2023-06-01 19:31:03,2023-06-01 17:14:42,3.0,2021,6,18
4130,67,1,26,2020-03-28,2,1,2912,2,0,3,1,2023-06-01 19:57:05,2023-06-01 17:14:42,3.0,2020,3,28
2612,65,1,33,2020-06-18,1,6,3400,2,0,2,0,2023-06-01 10:55:07,2023-06-01 17:14:42,3.0,2020,6,18
1980,37,1,17,2021-02-08,4,15,1728,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,8
924,59,2,8,2021-08-19,1,0,4376,2,0,2,3,2023-06-01 10:24:10,2023-06-01 17:14:42,3.0,2021,8,19
5481,61,2,11,2021-03-30,3,2,6195,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,30
1197,58,0,8,2021-07-25,1,10,2745,0,786,2,3,2023-06-01 07:51:12,2023-06-01 10:21:12,3.0,2021,7,25
3819,27,2,14,2021-07-04,2,5,1475,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,4
6773,47,2,36,2021-03-15,3,11,6642,0,602,2,2,2023-06-01 18:26:15,2023-06-01 08:54:15,3.0,2021,3,15
521,29,1,2,2020-11-17,2,12,5864,2,0,3,0,2023-06-01 05:02:16,2023-06-01 17:14:42,3.0,2020,11,17
2732,52,2,3,2021-10-24,1,6,6220,0,2196,1,0,2023-06-01 05:34:17,2023-06-01 02:03:17,2.0,2021,10,24
1008,66,0,5,2020-05-21,3,15,6084,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,5,21
3765,51,0,41,2020-05-30,3,4,2808,0,1673,2,3,2023-06-01 19:11:19,2023-06-01 16:29:19,4.0,2020,5,30
3171,30,0,11,2021-09-15,0,10,1684,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,15
366,60,2,41,2020-12-16,4,2,5265,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,16
2723,65,1,20,2020-03-01,2,14,1658,2,0,2,3,2023-06-01 04:07:25,2023-06-01 17:14:42,3.0,2020,3,1
2668,50,1,5,2020-11-05,4,7,4224,2,0,0,2,2023-06-01 08:05:26,2023-06-01 17:14:42,3.0,2020,11,5
1343,37,2,21,2020-08-08,4,11,3257,0,1873,2,1,2023-06-01 16:35:28,2023-05-31 23:42:28,1.0,2020,8,8
4076,44,1,35,2021-09-15,2,15,1386,2,0,3,2,2023-06-01 00:26:30,2023-06-01 17:14:42,3.0,2021,9,15
3980,55,1,11,2020-05-04,2,2,7909,2,0,3,0,2023-06-01 15:57:31,2023-06-01 17:14:42,3.0,2020,5,4
5119,29,0,38,2021-04-13,4,11,6927,2,0,2,1,2023-06-01 22:27:32,2023-06-01 17:14:42,3.0,2021,4,13
1988,50,1,25,2020-09-26,2,15,5150,0,1930,0,2,2023-06-01 05:04:33,2023-06-01 13:49:33,5.0,2020,9,26
5897,21,2,23,2021-07-05,2,11,4857,0,2467,0,3,2023-06-01 09:18:35,2023-06-01 04:08:35,3.0,2021,7,5
4940,68,2,40,2020-12-18,0,7,2262,0,1198,3,3,2023-06-01 04:39:37,2023-06-01 18:26:37,1.0,2020,12,18
3468,66,2,18,2020-11-27,2,4,6074,0,2145,0,2,2023-06-01 03:05:38,2023-06-01 01:02:38,3.0,2020,11,27
4248,70,1,27,2020-06-29,3,2,1544,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,29
633,62,2,15,2020-01-05,0,5,2372,0,137,0,0,2023-06-01 11:40:41,2023-06-01 17:10:41,4.0,2020,1,5
1798,58,1,20,2021-10-16,1,13,7129,0,1382,2,0,2023-06-01 04:18:42,2023-06-01 15:43:42,1.0,2021,10,16
7149,59,2,24,2020-10-17,4,3,4013,0,1906,3,1,2023-05-31 23:18:44,2023-06-01 01:25:44,3.0,2020,10,17
364,53,0,22,2021-10-19,4,8,4542,0,1990,1,3,2023-06-01 15:08:46,2023-06-01 15:34:46,4.0,2021,10,19
3991,53,2,35,2021-11-29,4,7,642,0,1089,3,2,2023-06-01 07:55:47,2023-06-01 18:11:47,4.0,2021,11,29
8033,29,0,1,2020-07-24,3,10,6793,2,0,1,3,2023-06-01 06:05:48,2023-06-01 17:14:42,3.0,2020,7,24
2144,30,1,19,2021-01-27,1,9,2429,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,27
782,54,2,40,2020-04-19,3,7,1953,0,1590,1,1,2023-06-01 04:00:52,2023-06-01 21:56:52,2.0,2020,4,19
1142,61,1,38,2021-04-28,4,0,5849,2,0,2,0,2023-06-01 07:20:54,2023-06-01 17:14:42,3.0,2021,4,28
2605,21,0,21,2021-05-17,4,11,3716,0,717,3,3,2023-06-01 01:44:56,2023-06-01 06:23:56,3.0,2021,5,17
1552,37,0,0,2020-04-12,2,10,5301,2,0,2,2,2023-06-01 01:02:58,2023-06-01 17:14:42,3.0,2020,4,12
3982,18,2,1,2021-07-17,1,11,5749,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,17
5305,56,2,36,2021-03-07,2,3,7164,2,0,0,2,2023-06-01 05:54:00,2023-06-01 17:14:42,3.0,2021,3,7
7139,26,2,16,2020-08-01,3,7,4214,2,0,0,0,2023-06-01 08:44:02,2023-06-01 17:14:42,3.0,2020,8,1
2160,51,2,7,2021-12-26,4,15,4675,2,0,3,3,2023-06-01 11:28:03,2023-06-01 17:14:42,3.0,2021,12,26
4380,28,1,16,2021-07-30,3,9,7853,2,0,3,1,2023-06-01 12:57:04,2023-06-01 17:14:42,3.0,2021,7,30
7928,54,0,11,2021-10-20,4,9,5751,0,2355,1,3,2023-06-01 04:02:06,2023-06-01 07:44:06,2.0,2021,10,20
3172,35,1,16,2021-05-08,2,6,3028,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,8
1043,20,0,21,2020-08-02,2,8,4546,0,2058,2,3,2023-06-01 17:27:08,2023-06-01 02:30:08,4.0,2020,8,2
3888,30,0,0,2020-12-16,1,1,5954,0,1647,0,1,2023-06-01 14:01:10,2023-06-01 01:18:10,1.0,2020,12,16
6736,58,1,22,2020-01-06,1,10,3922,2,0,0,3,2023-06-01 13:45:11,2023-06-01 17:14:42,3.0,2020,1,6
3721,19,1,6,2020-10-29,2,14,7577,2,0,1,3,2023-06-01 03:56:12,2023-06-01 17:14:42,3.0,2020,10,29
3290,39,0,2,2020-07-15,4,1,3735,0,1968,3,1,2023-06-01 17:56:14,2023-06-01 05:50:14,1.0,2020,7,15
7394,35,0,25,2020-06-27,0,11,2338,0,1038,0,1,2023-06-01 01:20:16,2023-06-01 17:00:16,2.0,2020,6,27
7181,53,2,27,2021-02-17,4,0,3138,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,17
804,49,1,17,2021-05-25,1,4,2995,2,0,0,2,2023-06-01 20:19:19,2023-06-01 17:14:42,3.0,2021,5,25
6279,55,1,16,2020-12-05,3,3,7810,2,0,2,3,2023-05-31 22:44:21,2023-06-01 17:14:42,3.0,2020,12,5
7855,47,1,30,2021-04-18,4,15,1369,2,0,3,3,2023-06-01 12:10:23,2023-06-01 17:14:42,3.0,2021,4,18
6298,59,2,10,2020-07-22,1,6,5999,2,0,2,0,2023-06-01 04:28:24,2023-06-01 17:14:42,3.0,2020,7,22
7307,63,2,37,2020-10-25,0,5,1162,2,0,3,3,2023-06-01 13:51:26,2023-06-01 17:14:42,3.0,2020,10,25
3822,29,1,27,2021-08-08,1,13,7196,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,8
7407,43,2,17,2020-12-31,0,4,94,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,31
4529,54,0,24,2020-05-22,2,2,2657,2,0,2,1,2023-06-01 10:18:29,2023-06-01 17:14:42,3.0,2020,5,22
4613,66,1,24,2020-03-24,3,7,4049,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,24
2288,51,2,14,2021-05-17,4,5,2528,2,0,2,1,2023-06-01 04:21:33,2023-06-01 17:14:42,3.0,2021,5,17
865,59,2,20,2021-08-01,1,6,5650,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,1
3800,65,2,38,2021-01-08,0,12,7824,2,0,1,3,2023-06-01 21:16:36,2023-06-01 17:14:42,3.0,2021,1,8
3307,24,1,3,2021-10-28,3,8,961,0,1173,1,0,2023-06-01 01:53:38,2023-06-01 20:23:38,3.0,2021,10,28
1305,44,1,2,2020-06-09,2,8,7724,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,9
5365,50,1,8,2021-05-16,4,1,8041,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,16
660,52,1,23,2021-12-14,4,0,3507,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,14
5252,38,1,13,2020-01-30,1,4,4554,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,30
3806,68,2,30,2021-12-12,3,0,2197,2,0,2,1,2023-06-01 04:53:43,2023-06-01 17:14:42,3.0,2021,12,12
6585,22,2,22,2020-02-08,1,14,5609,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,8
4728,47,0,27,2020-05-09,2,12,7182,2,0,3,2,2023-06-01 22:14:46,2023-06-01 17:14:42,3.0,2020,5,9
689,40,0,36,2020-02-15,4,9,5589,2,0,1,0,2023-06-01 15:50:47,2023-06-01 17:14:42,3.0,2020,2,15
6832,32,2,24,2020-04-08,1,0,4680,2,0,2,3,2023-06-01 09:57:49,2023-06-01 17:14:42,3.0,2020,4,8
6974,42,0,2,2021-12-10,4,6,6359,0,2594,2,2,2023-06-01 16:52:50,2023-06-01 15:51:50,1.0,2021,12,10
4279,36,1,28,2021-09-04,1,13,7082,0,1019,3,3,2023-06-01 13:24:51,2023-06-01 05:09:51,3.0,2021,9,4
6036,65,2,23,2021-07-03,0,1,6768,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,3
4465,50,1,35,2020-04-10,4,13,6184,2,0,0,2,2023-06-01 08:10:52,2023-06-01 17:14:42,3.0,2020,4,10
5064,41,1,27,2020-04-18,1,2,4796,2,0,2,2,2023-06-01 09:04:54,2023-06-01 17:14:42,3.0,2020,4,18
5591,19,2,33,2020-11-18,2,13,205,2,0,3,0,2023-06-01 08:31:55,2023-06-01 17:14:42,3.0,2020,11,18
6560,32,1,29,2021-12-11,4,13,2367,0,2139,2,1,2023-06-01 10:31:56,2023-06-01 20:44:56,4.0,2021,12,11
2527,48,1,39,2021-12-17,2,11,4454,2,0,3,0,2023-06-01 15:36:57,2023-06-01 17:14:42,3.0,2021,12,17
3088,40,0,5,2021-10-19,2,4,6262,2,0,1,0,2023-06-01 02:40:57,2023-06-01 17:14:42,3.0,2021,10,19
3690,32,2,19,2020-06-21,1,11,5663,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,21
3829,65,1,38,2021-05-04,0,12,3815,2,0,3,1,2023-06-01 15:05:00,2023-06-01 17:14:42,3.0,2021,5,4
6629,27,2,6,2021-12-06,3,4,3973,2,0,2,0,2023-06-01 12:59:02,2023-06-01 17:14:42,3.0,2021,12,6
7397,36,0,16,2021-12-12,3,14,611,2,0,3,0,2023-06-01 11:09:04,2023-06-01 17:14:42,3.0,2021,12,12
6690,21,0,17,2020-01-08,0,3,3921,0,844,0,3,2023-06-01 18:54:06,2023-06-01 20:25:06,1.0,2020,1,8
3219,49,0,30,2021-08-16,3,6,2199,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,16
2327,67,2,32,2021-04-17,4,9,5442,0,2038,0,0,2023-06-01 02:59:09,2023-06-01 03:27:09,5.0,2021,4,17
5331,20,1,30,2021-02-04,0,7,516,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,4
2735,50,2,17,2021-07-20,0,4,2168,0,2637,2,3,2023-06-01 15:04:12,2023-06-01 17:17:12,1.0,2021,7,20
684,63,0,5,2020-08-25,3,4,6809,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,25
7621,38,0,31,2020-07-02,1,1,2145,0,2593,0,2,2023-06-01 07:46:15,2023-06-01 04:57:15,4.0,2020,7,2
7121,69,0,41,2021-05-02,2,3,7820,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,2
2885,43,2,33,2020-11-01,3,3,1653,2,0,1,3,2023-06-01 20:18:17,2023-06-01 17:14:42,3.0,2020,11,1
2480,30,0,41,2021-09-27,3,9,4411,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,27
7204,59,1,31,2020-01-13,0,11,6194,0,2332,0,2,2023-06-01 00:10:20,2023-05-31 22:51:20,4.0,2020,1,13
4963,57,0,26,2021-01-23,4,11,2191,0,765,2,2,2023-06-01 05:03:22,2023-06-01 03:04:22,4.0,2021,1,23
6002,48,2,18,2020-12-23,4,14,6508,2,0,1,3,2023-06-01 20:26:23,2023-06-01 17:14:42,3.0,2020,12,23
1095,51,1,21,2021-01-06,1,15,6948,2,0,3,1,2023-06-01 18:04:24,2023-06-01 17:14:42,3.0,2021,1,6
7011,66,1,37,2021-01-16,0,10,3690,2,0,3,2,2023-06-01 07:25:25,2023-06-01 17:14:42,3.0,2021,1,16
3470,63,0,9,2021-06-28,2,0,276,0,1601,0,2,2023-06-01 17:13:26,2023-06-01 06:36:26,2.0,2021,6,28
4173,67,2,31,2021-05-24,4,3,3356,2,0,3,1,2023-05-31 22:55:28,2023-06-01 17:14:42,3.0,2021,5,24
4439,70,0,26,2021-10-16,1,5,799,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,10,16
1129,48,0,0,2020-05-08,2,5,4110,0,1387,1,2,2023-06-01 15:04:31,2023-06-01 13:23:31,3.0,2020,5,8
5633,38,2,35,2021-12-06,3,8,1513,0,255,2,1,2023-06-01 01:00:33,2023-06-01 10:09:33,5.0,2021,12,6
1994,46,1,5,2020-02-04,3,7,3081,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,4
940,53,1,37,2021-07-02,2,11,4526,2,0,2,0,2023-06-01 02:42:37,2023-06-01 17:14:42,3.0,2021,7,2
422,65,2,18,2020-10-01,4,6,5401,2,0,0,1,2023-06-01 09:18:39,2023-06-01 17:14:42,3.0,2020,10,1
8259,58,1,7,2021-03-27,3,4,6690,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,27
6472,51,1,16,2021-04-21,3,6,2512,2,0,0,1,2023-06-01 20:29:41,2023-06-01 17:14:42,3.0,2021,4,21
2056,51,2,41,2020-07-09,0,7,1947,0,14,0,2,2023-06-01 21:09:43,2023-06-01 10:20:43,5.0,2020,7,9
1273,47,0,26,2021-02-26,2,2,5960,0,2497,1,0,2023-06-01 02:39:44,2023-06-01 01:22:44,5.0,2021,2,26
3092,35,0,34,2021-11-28,4,7,1314,0,1795,1,2,2023-06-01 16:40:46,2023-06-01 06:34:46,3.0,2021,11,28
7598,50,1,38,2021-11-13,0,4,613,2,0,0,2,2023-06-01 07:15:48,2023-06-01 17:14:42,3.0,2021,11,13
4253,21,1,28,2020-11-12,3,9,4860,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,12
91,53,1,40,2021-08-12,1,1,7725,2,0,0,2,2023-06-01 06:01:51,2023-06-01 17:14:42,3.0,2021,8,12
1354,23,1,37,2021-05-08,2,12,273,2,0,3,1,2023-06-01 11:50:52,2023-06-01 17:14:42,3.0,2021,5,8
4839,37,1,0,2021-12-08,2,9,342,2,0,2,3,2023-05-31 23:38:52,2023-06-01 17:14:42,3.0,2021,12,8
416,50,2,10,2021-04-30,3,13,5185,2,0,2,1,2023-06-01 11:22:54,2023-06-01 17:14:42,3.0,2021,4,30
5477,47,2,17,2020-10-04,1,10,4485,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,4
1027,35,2,34,2020-01-01,2,14,6915,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,1
6630,30,1,31,2020-11-25,1,6,2807,2,0,2,0,2023-06-01 08:06:58,2023-06-01 17:14:42,3.0,2020,11,25
5210,30,0,5,2020-12-19,2,2,1756,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,19
4691,63,1,31,2021-06-29,2,4,2062,0,551,1,2,2023-06-01 02:23:02,2023-06-01 01:46:02,1.0,2021,6,29
6986,18,1,24,2021-01-07,0,10,2202,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,7
4524,51,1,12,2020-04-25,3,15,537,2,0,1,2,2023-06-01 11:31:06,2023-06-01 17:14:42,3.0,2020,4,25
5420,41,0,41,2021-04-17,3,3,5466,2,0,1,3,2023-06-01 14:06:07,2023-06-01 17:14:42,3.0,2021,4,17
6669,31,0,37,2020-07-25,1,4,7523,2,0,3,2,2023-06-01 17:37:08,2023-06-01 17:14:42,3.0,2020,7,25
1841,37,2,6,2021-02-23,0,11,3498,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,23
2701,50,0,20,2021-12-05,3,13,5129,0,516,0,1,2023-06-01 02:24:11,2023-06-01 10:16:11,1.0,2021,12,5
1627,29,0,21,2020-06-12,2,3,4505,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,12
6870,29,1,33,2021-11-07,1,8,5272,0,85,1,0,2023-06-01 07:01:13,2023-06-01 05:25:13,4.0,2021,11,7
5940,34,1,16,2020-08-25,2,14,6241,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,25
1361,32,0,1,2020-06-10,3,1,7994,2,0,2,2,2023-06-01 03:50:15,2023-06-01 17:14:42,3.0,2020,6,10
3935,34,0,18,2021-05-09,1,0,2457,2,0,1,3,2023-06-01 18:04:17,2023-06-01 17:14:42,3.0,2021,5,9
5168,48,2,38,2021-07-15,4,3,7120,0,1499,3,0,2023-06-01 18:26:18,2023-06-01 05:12:18,3.0,2021,7,15
2750,19,1,21,2020-05-20,3,9,7410,2,0,0,0,2023-06-01 22:18:19,2023-06-01 17:14:42,3.0,2020,5,20
6071,20,0,2,2020-06-28,0,5,6406,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,28
8036,20,2,15,2020-02-17,4,10,6055,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,17
6753,63,0,17,2021-02-19,4,7,7733,2,0,1,0,2023-06-01 19:00:22,2023-06-01 17:14:42,3.0,2021,2,19
7708,33,2,35,2021-01-18,2,8,1633,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,18
7818,45,1,22,2021-08-21,4,10,4248,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,21
5439,62,1,22,2020-03-18,3,13,7305,0,1486,3,3,2023-06-01 11:47:26,2023-06-01 17:34:26,5.0,2020,3,18
8017,46,0,8,2020-09-13,3,4,2067,0,2042,2,0,2023-06-01 10:28:28,2023-06-01 07:05:28,5.0,2020,9,13
