Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Status,Resolution,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Purchase_Year,Purchase_Month,Purchase_Day,Response_Delay_Hours,Resolution_Delay_Hours,Age_Group
23,1,10,2021-05-06,3,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,6,18145.355277777777,15.889722222222222,21-30
66,2,28,2021-04-30,0,2,0,3,3,2023-06-01 03:32:17,2023-06-01 17:14:42,3.0,2021,4,30,18291.538055555557,13.706944444444444,61-70
68,1,23,2020-01-30,4,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,30,29233.355277777777,15.889722222222222,61-70
22,0,35,2020-11-14,1,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,14,22297.355277777777,15.889722222222222,21-30
51,0,11,2021-08-22,1,2,0,2,0,2023-06-01 17:56:23,2023-06-01 17:14:42,3.0,2021,8,22,15569.939722222221,-0.6947222222222222,51-60
29,0,28,2021-10-19,0,0,2702,0,0,2023-06-01 10:59:24,2023-06-01 12:25:24,3.0,2021,10,19,14170.99,1.4333333333333333,21-30
51,0,20,2020-02-28,0,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,28,28537.355277777777,15.889722222222222,51-60
60,2,23,2021-02-23,4,2,0,0,1,2023-06-01 05:28:25,2023-06-01 17:14:42,3.0,2021,2,23,19877.473611111112,11.77138888888889,51-60
31,0,41,2021-12-02,4,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,2,13105.355277777779,15.889722222222222,31-40
54,1,7,2020-05-31,1,0,1308,0,2,2023-06-01 00:00:28,2023-05-31 22:13:28,2.0,2020,5,31,26304.007777777777,-1.7833333333333334,51-60
68,2,33,2020-05-18,1,2,0,2,1,2023-06-01 08:16:29,2023-06-01 17:14:42,3.0,2020,5,18,26624.27472222222,8.970277777777778,61-70
61,1,23,2021-11-14,1,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,11,14,13537.355277777779,15.889722222222222,61-70
32,1,31,2020-12-30,2,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,30,21193.355277777777,15.889722222222222,31-40
25,0,14,2021-04-10,3,0,106,0,3,2023-06-01 16:48:34,2023-06-01 20:14:34,2.0,2021,4,10,18784.809444444443,3.433333333333333,21-30
25,0,22,2020-01-20,3,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,20,29473.355277777777,15.889722222222222,21-30
29,2,28,2020-01-16,2,0,446,1,3,2023-06-01 11:24:37,2023-06-01 08:38:37,4.0,2020,1,16,29579.410277777777,-2.7666666666666666,21-30
52,0,8,2020-07-06,3,2,0,0,0,2023-05-31 22:54:39,2023-06-01 17:14:42,3.0,2020,7,6,25438.91083333333,18.33416666666667,51-60
59,0,8,2020-03-22,1,2,0,0,2,2023-06-01 20:22:41,2023-06-01 17:14:42,3.0,2020,3,22,28004.378055555557,-3.1330555555555555,51-60
53,2,26,2020-03-08,4,2,0,0,1,2023-06-01 04:56:42,2023-06-01 17:14:42,3.0,2020,3,8,28324.945,12.3,51-60
34,0,14,2020-11-13,1,0,693,3,0,2023-06-01 06:06:43,2023-06-01 15:49:43,2.0,2020,11,13,22326.111944444445,9.716666666666667,31-40
60,0,38,2020-07-17,1,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,17,25177.355277777777,15.889722222222222,51-60
48,0,4,2020-03-26,4,0,2242,1,1,2023-05-31 23:42:47,2023-06-01 04:21:47,4.0,2020,3,26,27887.713055555556,4.65,41-50
33,1,22,2021-09-28,1,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,28,14665.355277777779,15.889722222222222,31-40
43,2,23,2020-01-29,4,2,0,2,1,2023-06-01 17:57:50,2023-06-01 17:14:42,3.0,2020,1,29,29273.963888888888,-0.7188888888888889,41-50
43,1,4,2020-04-09,2,0,702,1,3,2023-06-01 19:38:51,2023-05-31 23:36:51,3.0,2020,4,9,27571.6475,-20.033333333333335,41-50
56,2,10,2020-08-06,3,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,6,24697.355277777777,15.889722222222222,51-60
35,2,1,2020-09-06,4,2,0,3,3,2023-06-01 13:55:54,2023-06-01 17:14:42,3.0,2020,9,6,23965.931666666667,3.3133333333333335,31-40
38,1,2,2021-02-06,3,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,6,20281.355277777777,15.889722222222222,31-40
47,0,5,2020-08-10,0,0,755,1,0,2023-06-01 02:24:58,2023-06-01 10:38:58,4.0,2020,8,10,24602.41611111111,8.233333333333333,41-50
45,2,0,2020-08-16,2,2,0,3,2,2023-06-01 01:33:59,2023-06-01 17:14:42,3.0,2020,8,16,24457.56638888889,15.678611111111111,41-50
27,2,24,2021-09-06,1,2,0,1,0,2023-06-01 04:31:00,2023-06-01 17:14:42,3.0,2021,9,6,15196.516666666666,12.728333333333333,21-30
46,0,35,2020-04-02,0,0,79,0,2,2023-06-01 21:50:02,2023-06-01 17:15:02,1.0,2020,4,2,27741.83388888889,-4.583333333333333,41-50
23,0,10,2020-07-20,3,2,0,0,3,2023-06-01 01:29:04,2023-06-01 17:14:42,3.0,2020,7,20,25105.484444444446,15.760555555555555,21-30
57,2,20,2020-02-26,1,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,26,28585.355277777777,15.889722222222222,51-60
33,2,27,2021-02-27,4,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,27,19777.355277777777,15.889722222222222,31-40
60,1,20,2021-02-17,4,0,1514,3,2,2023-06-01 00:45:06,2023-06-01 13:08:06,1.0,2021,2,17,20016.751666666667,12.383333333333333,51-60
35,2,33,2020-08-27,4,2,0,0,2,2023-06-01 11:54:07,2023-06-01 17:14:42,3.0,2020,8,27,24203.901944444446,5.343055555555556,31-40
48,0,37,2020-11-20,1,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,20,22153.355277777777,15.889722222222222,41-50
23,1,17,2021-12-14,0,2,0,3,3,2023-06-01 16:12:10,2023-06-01 17:14:42,3.0,2021,12,14,12832.202777777778,1.0422222222222222,21-30
58,1,32,2020-02-14,2,0,2122,1,2,2023-06-01 02:25:10,2023-05-31 23:34:10,5.0,2020,2,14,28874.419444444444,-2.85,51-60
53,0,26,2021-04-25,4,0,1380,0,3,2023-06-01 05:11:12,2023-06-01 13:59:12,3.0,2021,4,25,18413.18666666667,8.8,51-60
41,1,17,2020-12-14,1,0,2396,3,0,2023-06-01 10:45:13,2023-06-01 00:15:13,2.0,2020,12,14,21586.75361111111,-10.5,41-50
52,0,12,2021-01-15,4,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,15,20809.355277777777,15.889722222222222,51-60
49,2,10,2020-12-24,2,2,0,0,1,2023-06-01 18:41:15,2023-06-01 17:14:42,3.0,2020,12,24,21354.6875,-1.4425,41-50
37,2,13,2020-03-11,4,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,11,28249.355277777777,15.889722222222222,31-40
19,0,5,2021-12-26,4,2,0,3,3,2023-06-01 14:10:18,2023-06-01 17:14:42,3.0,2021,12,26,12542.171666666667,3.0733333333333333,0-20
63,1,32,2020-03-31,1,0,2709,2,1,2023-06-01 10:48:19,2023-06-01 14:13:19,5.0,2020,3,31,27778.805277777778,3.4166666666666665,61-70
55,0,16,2021-05-06,4,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,6,18145.355277777777,15.889722222222222,51-60
18,2,31,2021-06-01,0,2,0,1,0,2023-06-01 13:45:21,2023-06-01 17:14:42,3.0,2021,6,1,17533.755833333333,3.4891666666666667,0-20
29,1,27,2021-05-11,1,2,0,0,1,2023-06-01 14:53:23,2023-06-01 17:14:42,3.0,2021,5,11,18038.889722222222,2.355277777777778,21-30
64,0,15,2020-11-05,1,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,5,22513.355277777777,15.889722222222222,61-70
50,2,28,2021-02-18,4,0,1150,3,1,2023-06-01 09:36:26,2023-05-31 23:43:26,4.0,2021,2,18,20001.60722222222,-9.883333333333333,41-50
64,2,26,2021-08-13,1,0,366,3,0,2023-06-01 05:37:28,2023-06-01 13:05:28,3.0,2021,8,13,15773.624444444444,7.466666666666667,61-70
56,2,30,2020-06-24,4,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,24,25729.355277777777,15.889722222222222,51-60
50,1,3,2020-08-15,1,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,15,24481.355277777777,15.889722222222222,41-50
24,2,0,2021-03-04,2,0,1816,3,2,2023-06-01 12:38:33,2023-06-01 03:46:33,5.0,2021,3,4,19668.6425,-8.866666666666667,21-30
30,0,20,2020-09-13,1,0,232,2,0,2023-06-01 19:25:34,2023-06-01 08:31:34,3.0,2020,9,13,23803.426111111112,-10.9,21-30
20,0,7,2020-12-30,1,0,1869,0,2,2023-06-01 11:45:35,2023-06-01 14:53:35,5.0,2020,12,30,21203.75972222222,3.1333333333333333,0-20
64,2,39,2021-03-16,2,0,194,3,3,2023-06-01 00:22:36,2023-06-01 07:52:36,1.0,2021,3,16,19368.376666666667,7.5,61-70
54,0,22,2021-04-05,1,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,5,18889.355277777777,15.889722222222222,51-60
69,2,22,2021-08-23,4,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,23,15529.355277777779,15.889722222222222,61-70
65,2,4,2020-11-26,2,0,2183,3,1,2023-06-01 17:56:41,2023-06-01 16:11:41,1.0,2020,11,26,22025.944722222222,-1.75,61-70
48,0,7,2020-10-09,3,2,0,1,2,2023-06-01 11:29:43,2023-06-01 17:14:42,3.0,2020,10,9,23171.495277777776,5.749722222222222,41-50
60,0,20,2021-09-12,3,2,0,1,2,2023-06-01 01:21:45,2023-06-01 17:14:42,3.0,2021,9,12,15049.3625,15.8825,51-60
24,0,20,2020-07-07,2,2,0,0,1,2023-05-31 23:35:47,2023-06-01 17:14:42,3.0,2020,7,7,25415.596388888887,17.648611111111112,21-30
33,0,4,2021-08-14,1,0,2098,2,1,2023-06-01 05:33:49,2023-06-01 13:18:49,5.0,2021,8,14,15749.56361111111,7.75,31-40
36,2,7,2020-06-18,0,0,1248,1,0,2023-06-01 11:02:49,2023-06-01 18:29:49,5.0,2020,6,18,25883.046944444446,7.45,31-40
23,0,26,2020-02-23,2,2,0,0,2,2023-06-01 00:05:51,2023-06-01 17:14:42,3.0,2020,2,23,28656.0975,17.1475,21-30
18,0,17,2021-06-26,0,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,26,16921.355277777777,15.889722222222222,0-20
44,0,15,2020-06-07,1,2,0,0,1,2023-06-01 09:57:54,2023-06-01 17:14:42,3.0,2020,6,7,26145.965,7.28,41-50
59,0,41,2021-05-28,2,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,28,17617.355277777777,15.889722222222222,51-60
52,2,8,2021-01-06,1,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,6,21025.355277777777,15.889722222222222,51-60
60,2,8,2021-05-01,4,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,1,18265.355277777777,15.889722222222222,51-60
38,2,7,2021-04-22,2,2,0,1,3,2023-06-01 05:27:00,2023-06-01 17:14:42,3.0,2021,4,22,18485.45,11.795,31-40
18,2,39,2020-12-09,0,2,0,0,1,2023-06-01 15:24:01,2023-06-01 17:14:42,3.0,2020,12,9,21711.40027777778,1.8447222222222222,0-20
66,2,41,2021-04-12,0,0,90,2,3,2023-06-01 14:54:03,2023-06-01 06:17:03,3.0,2021,4,12,18734.900833333333,-8.616666666666667,61-70
60,0,21,2020-07-08,1,2,0,2,3,2023-06-01 04:19:04,2023-06-01 17:14:42,3.0,2020,7,8,25396.31777777778,12.927222222222222,51-60
39,1,31,2020-03-27,0,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,27,27865.355277777777,15.889722222222222,31-40
64,1,18,2021-02-23,1,2,0,0,1,2023-06-01 18:58:07,2023-06-01 17:14:42,3.0,2021,2,23,19890.96861111111,-1.7236111111111112,61-70
59,2,11,2021-07-04,3,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,4,16729.355277777777,15.889722222222222,51-60
50,0,7,2021-05-22,1,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,22,17761.355277777777,15.889722222222222,41-50
31,0,13,2020-05-14,1,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,5,14,26713.355277777777,15.889722222222222,31-40
36,0,36,2020-11-18,4,0,451,3,1,2023-06-01 19:10:10,2023-06-01 09:51:10,3.0,2020,11,18,22219.169444444444,-9.316666666666666,31-40
22,0,20,2021-03-23,4,2,0,3,1,2023-06-01 09:48:12,2023-06-01 17:14:42,3.0,2021,3,23,19209.803333333333,7.441666666666666,21-30
45,0,20,2021-05-04,0,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,4,18193.355277777777,15.889722222222222,41-50
51,2,5,2020-12-07,0,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,7,21745.355277777777,15.889722222222222,51-60
51,1,37,2020-07-29,1,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,29,24889.355277777777,15.889722222222222,51-60
26,1,16,2020-11-03,1,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,3,22561.355277777777,15.889722222222222,21-30
21,1,25,2021-05-18,4,0,1799,0,3,2023-05-31 23:16:19,2023-06-01 05:56:19,4.0,2021,5,18,17855.271944444445,6.666666666666667,21-30
39,2,29,2020-01-12,2,2,0,0,3,2023-06-01 08:55:20,2023-06-01 17:14:42,3.0,2020,1,12,29672.922222222223,8.322777777777778,31-40
42,2,31,2020-03-30,0,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,30,27793.355277777777,15.889722222222222,41-50
33,0,28,2021-03-04,1,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,4,19657.355277777777,15.889722222222222,31-40
41,2,28,2021-11-23,1,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,11,23,13321.355277777779,15.889722222222222,41-50
67,0,20,2021-05-16,2,2,0,0,2,2023-06-01 03:00:27,2023-06-01 17:14:42,3.0,2021,5,16,17907.0075,14.2375,61-70
34,1,7,2021-03-27,0,2,0,3,0,2023-06-01 03:12:28,2023-06-01 17:14:42,3.0,2021,3,27,19107.207777777778,14.037222222222223,31-40
57,2,41,2021-05-19,0,0,2360,0,3,2023-06-01 00:53:28,2023-06-01 03:10:28,1.0,2021,5,19,17832.891111111112,2.283333333333333,51-60
61,0,29,2021-08-18,3,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,18,15649.355277777779,15.889722222222222,61-70
36,2,36,2020-11-07,1,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,7,22465.355277777777,15.889722222222222,31-40
57,0,36,2021-11-25,3,2,0,3,3,2023-06-01 02:15:31,2023-06-01 17:14:42,3.0,2021,11,25,13274.25861111111,14.98638888888889,51-60
43,1,3,2021-02-10,0,0,951,3,2,2023-06-01 04:09:31,2023-06-01 08:34:31,4.0,2021,2,10,20188.15861111111,4.416666666666667,41-50
59,2,1,2021-03-03,1,2,0,3,2,2023-06-01 22:01:32,2023-06-01 17:14:42,3.0,2021,3,3,19702.025555555556,-4.780555555555556,51-60
68,1,15,2020-05-02,0,0,1612,1,0,2023-06-01 15:37:34,2023-06-01 20:14:34,5.0,2020,5,2,27015.626111111113,4.616666666666666,61-70
62,1,8,2021-02-11,1,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,11,20161.355277777777,15.889722222222222,61-70
36,0,9,2021-02-20,0,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,20,19945.355277777777,15.889722222222222,31-40
18,1,21,2020-11-09,1,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,9,22417.355277777777,15.889722222222222,0-20
66,1,39,2020-10-15,3,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,15,23017.355277777777,15.889722222222222,61-70
67,2,6,2020-09-04,3,0,435,3,0,2023-06-01 21:58:42,2023-06-01 18:36:42,3.0,2020,9,4,24021.978333333333,-3.3666666666666667,61-70
58,0,21,2020-03-11,4,2,0,0,1,2023-06-01 12:14:44,2023-06-01 17:14:42,3.0,2020,3,11,28260.245555555557,4.999444444444444,51-60
20,1,2,2021-01-05,0,0,498,0,1,2023-06-01 02:58:45,2023-06-01 07:26:45,4.0,2021,1,5,21050.979166666668,4.466666666666667,0-20
46,2,33,2021-07-15,0,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,15,16465.355277777777,15.889722222222222,41-50
62,1,41,2021-11-02,3,0,1232,3,3,2023-06-01 20:41:49,2023-06-01 08:49:49,3.0,2021,11,2,13844.696944444444,-11.866666666666667,61-70
51,2,33,2020-02-04,0,0,2073,1,3,2023-06-01 07:00:50,2023-06-01 01:32:50,2.0,2020,2,4,29119.01388888889,-5.466666666666667,51-60
38,1,25,2020-07-03,3,0,1802,2,0,2023-06-01 12:29:50,2023-06-01 07:30:50,5.0,2020,7,3,25524.49722222222,-4.983333333333333,31-40
47,1,30,2020-10-27,3,2,0,2,3,2023-06-01 07:51:51,2023-06-01 17:14:42,3.0,2020,10,27,22735.864166666666,9.380833333333333,41-50
64,2,26,2021-07-14,3,0,2358,1,1,2023-06-01 03:20:52,2023-06-01 02:17:52,4.0,2021,7,14,16491.347777777777,-1.05,61-70
29,1,27,2021-06-08,3,2,0,1,2,2023-06-01 02:47:53,2023-06-01 17:14:42,3.0,2021,6,8,17354.798055555555,14.446944444444444,21-30
21,2,7,2020-03-20,2,2,0,0,1,2023-06-01 14:35:55,2023-06-01 17:14:42,3.0,2020,3,20,28046.598611111112,2.6463888888888887,21-30
59,2,35,2021-11-30,2,0,1613,0,2,2023-06-01 02:12:57,2023-06-01 17:59:57,1.0,2021,11,30,13154.215833333334,15.783333333333333,51-60
44,0,1,2020-04-04,1,2,0,2,3,2023-05-31 22:59:58,2023-06-01 17:14:42,3.0,2020,4,4,27670.999444444446,18.245555555555555,41-50
48,2,13,2020-06-28,1,0,1502,3,0,2023-06-01 05:40:00,2023-06-01 01:49:00,2.0,2020,6,28,25637.666666666668,-3.85,41-50
64,0,37,2020-02-16,3,2,0,2,3,2023-06-01 05:31:01,2023-06-01 17:14:42,3.0,2020,2,16,28829.516944444444,11.728055555555555,61-70
39,2,6,2020-09-28,1,0,1796,0,2,2023-06-01 12:34:01,2023-06-01 19:49:01,2.0,2020,9,28,23436.566944444443,7.25,31-40
41,1,30,2020-03-04,1,2,0,0,3,2023-06-01 01:03:03,2023-06-01 17:14:42,3.0,2020,3,4,28417.050833333335,16.194166666666668,41-50
29,2,41,2021-01-07,2,0,985,0,2,2023-06-01 06:10:03,2023-06-01 11:01:03,5.0,2021,1,7,21006.1675,4.85,21-30
25,2,5,2020-08-25,1,2,0,1,1,2023-06-01 11:33:04,2023-06-01 17:14:42,3.0,2020,8,25,24251.551111111112,5.693888888888889,21-30
24,2,13,2021-06-11,4,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,11,17281.355277777777,15.889722222222222,21-30
30,1,7,2021-11-21,0,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,11,21,13369.355277777779,15.889722222222222,21-30
69,1,10,2020-11-04,1,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,4,22537.355277777777,15.889722222222222,61-70
55,1,35,2020-11-17,0,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,17,22225.355277777777,15.889722222222222,51-60
37,0,35,2020-09-11,3,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,9,11,23833.355277777777,15.889722222222222,31-40
52,0,13,2021-02-17,3,2,0,2,0,2023-06-01 19:42:09,2023-06-01 17:14:42,3.0,2021,2,17,20035.7025,-2.4575,51-60
60,2,26,2021-05-13,1,0,2612,0,2,2023-06-01 06:49:11,2023-06-01 17:37:11,1.0,2021,5,13,17982.819722222222,10.8,51-60
67,0,39,2020-06-26,4,0,958,3,2,2023-05-31 22:44:12,2023-06-01 16:06:12,1.0,2020,6,26,25678.736666666668,17.366666666666667,61-70
67,1,40,2021-07-29,1,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,29,16129.355277777779,15.889722222222222,61-70
44,0,38,2021-04-21,3,0,609,3,1,2023-06-01 04:56:15,2023-06-01 06:17:15,5.0,2021,4,21,18508.9375,1.35,41-50
53,2,15,2021-12-24,4,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,24,12577.355277777779,15.889722222222222,51-60
31,0,7,2020-09-14,4,0,1760,2,2,2023-06-01 17:02:18,2023-06-01 10:00:18,4.0,2020,9,14,23777.038333333334,-7.033333333333333,31-40
42,2,12,2020-06-15,1,2,0,1,2,2023-06-01 14:40:19,2023-06-01 17:14:42,3.0,2020,6,15,25958.671944444446,2.5730555555555554,41-50
30,1,39,2021-08-25,4,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,25,15481.355277777779,15.889722222222222,21-30
47,2,29,2020-11-08,4,0,1973,2,0,2023-06-01 02:45:22,2023-06-01 17:04:22,5.0,2020,11,8,22442.75611111111,14.316666666666666,41-50
32,0,10,2020-12-19,2,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,19,21457.355277777777,15.889722222222222,31-40
56,0,6,2020-04-25,0,0,69,1,0,2023-06-01 02:18:26,2023-06-01 04:50:26,2.0,2020,4,25,27170.30722222222,2.533333333333333,51-60
69,0,15,2021-04-30,3,0,1035,3,0,2023-06-01 07:05:26,2023-06-01 09:22:26,1.0,2021,4,30,18295.090555555555,2.283333333333333,61-70
51,1,35,2021-09-02,2,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,2,15289.355277777779,15.889722222222222,51-60
64,1,21,2020-07-13,2,0,556,1,0,2023-06-01 19:04:30,2023-06-01 16:44:30,4.0,2020,7,13,25291.075,-2.3333333333333335,61-70
58,2,39,2020-01-15,1,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,15,29593.355277777777,15.889722222222222,51-60
35,1,1,2021-09-04,1,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,4,15241.355277777779,15.889722222222222,31-40
53,1,29,2021-03-31,2,0,270,1,1,2023-06-01 18:14:34,2023-06-01 11:51:34,2.0,2021,3,31,19026.242777777778,-6.383333333333334,51-60
63,1,38,2020-10-14,2,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,14,23041.355277777777,15.889722222222222,61-70
42,1,26,2021-10-14,2,0,1632,1,0,2023-06-01 00:22:36,2023-06-01 02:50:36,4.0,2021,10,14,14280.376666666667,2.466666666666667,41-50
57,2,24,2021-03-01,3,0,1171,0,3,2023-06-01 20:31:38,2023-06-01 11:32:38,2.0,2021,3,1,19748.527222222223,-8.983333333333333,51-60
22,2,18,2021-10-22,3,2,0,1,3,2023-06-01 05:48:40,2023-06-01 17:14:42,3.0,2021,10,22,14093.81111111111,11.43388888888889,21-30
57,2,0,2020-02-28,2,2,0,1,0,2023-06-01 10:04:42,2023-06-01 17:14:42,3.0,2020,2,28,28546.078333333335,7.166666666666667,51-60
24,1,31,2020-02-03,0,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,3,29137.355277777777,15.889722222222222,21-30
67,0,17,2021-07-01,4,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,1,16801.355277777777,15.889722222222222,61-70
29,0,5,2021-12-21,4,2,0,3,3,2023-05-31 22:21:47,2023-06-01 17:14:42,3.0,2021,12,21,12646.363055555556,18.881944444444443,21-30
36,1,41,2021-08-03,4,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,3,16009.355277777779,15.889722222222222,31-40
42,2,26,2020-05-17,0,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,5,17,26641.355277777777,15.889722222222222,41-50
30,1,4,2020-02-09,3,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,9,28993.355277777777,15.889722222222222,21-30
52,0,14,2020-02-15,4,2,0,1,1,2023-06-01 05:06:53,2023-06-01 17:14:42,3.0,2020,2,15,28853.11472222222,12.130277777777778,51-60
19,2,8,2020-05-05,2,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,5,5,26929.355277777777,15.889722222222222,0-20
41,1,20,2020-02-12,4,2,0,1,0,2023-06-01 19:55:57,2023-06-01 17:14:42,3.0,2020,2,12,28939.9325,-2.6875,41-50
52,0,27,2021-05-23,2,0,1521,1,2,2023-06-01 21:48:58,2023-06-01 04:27:58,3.0,2021,5,23,17757.81611111111,-17.35,51-60
49,0,25,2021-10-13,4,2,0,2,3,2023-06-01 19:21:00,2023-06-01 17:14:42,3.0,2021,10,13,14323.35,-2.105,41-50
64,2,30,2021-10-18,2,0,248,3,2,2023-06-01 09:17:01,2023-06-01 10:20:01,4.0,2021,10,18,14193.283611111112,1.05,61-70
66,1,38,2020-04-21,2,0,980,3,2,2023-06-01 17:32:03,2023-06-01 12:09:03,2.0,2020,4,21,27281.534166666668,-5.383333333333334,61-70
44,1,27,2020-02-05,2,2,0,2,2,2023-06-01 16:26:03,2023-06-01 17:14:42,3.0,2020,2,5,29104.434166666666,0.8108333333333333,41-50
68,2,27,2020-09-27,2,2,0,3,0,2023-06-01 03:29:04,2023-06-01 17:14:42,3.0,2020,9,27,23451.484444444446,13.760555555555555,61-70
68,1,35,2021-05-10,3,2,0,2,0,2023-06-01 21:36:06,2023-06-01 17:14:42,3.0,2021,5,10,18069.601666666666,-4.3566666666666665,61-70
67,0,16,2021-01-11,3,0,99,2,0,2023-05-31 23:54:07,2023-06-01 14:53:07,5.0,2021,1,11,20903.901944444446,14.983333333333333,61-70
49,1,23,2020-06-13,3,0,1611,2,1,2023-06-01 03:04:09,2023-06-01 17:41:09,4.0,2020,6,13,25995.069166666668,14.616666666666667,41-50
41,0,36,2021-05-26,1,0,1434,3,3,2023-06-01 07:45:10,2023-06-01 14:38:10,4.0,2021,5,26,17671.75277777778,6.883333333333334,41-50
44,1,11,2020-07-26,2,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,26,24961.355277777777,15.889722222222222,41-50
